여행 장벽을 낮춘 전국 배리어프리 숙소 5,전북 완주군,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=880d16c1-f20f-4b86-bcc8-1d605baa44ba&thumb
살라댕템플,서울 성동구,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=b92b10b7-f6a2-4655-8989-5f97b44729a0&thumb
레인리포트 크루아상,서울 성동구,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=163be687-0336-43a5-ac4c-4f42e537cba9&thumb
주토피움,경북 안동시,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=89b3c577-8851-4656-9d3f-fcad64ab4618&thumb
천마의궁전,경북 경주시,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=5e619351-5b84-43be-b922-fd013090b27e&thumb
